1,29,BLACK,History
2,0,GREEN,History
3,20,BLACK,History
4,9,RED,History
5,2,BLACK,History
6,21,RED,History
7,5,RED,History
8,9,RED,History
9,27,RED,History
10,23,RED,History
11,5,RED,History
12,26,BLACK,History
13,20,BLACK,History
14,11,BLACK,History
15,10,BLACK,History
16,28,BLACK,History
17,14,RED,History
18,22,BLACK,History
19,18,RED,History
20,24,BLACK,History
21,23,RED,History
22,15,BLACK,History
23,12,RED,History
24,24,BLACK,History
25,0,GREEN,History
26,31,BLACK,History
27,18,RED,History
28,26,BLACK,History
29,29,BLACK,History
30,10,BLACK,History
31,10,BLACK,History
32,9,RED,History
33,28,BLACK,History
34,18,RED,History
35,16,RED,History
36,16,RED,History
37,28,BLACK,History
38,5,RED,History
39,20,BLACK,History
40,21,RED,History
41,17,BLACK,History
42,19,RED,History
43,5,RED,History
44,1,RED,History
45,15,BLACK,History
46,25,RED,History
47,27,RED,History
48,14,RED,History
49,17,BLACK,History
50,6,BLACK,History
51,28,BLACK,History
52,28,BLACK,History
53,26,BLACK,History
54,4,BLACK,History
55,15,BLACK,History
56,5,RED,History
57,3,RED,History
58,27,RED,History
59,11,BLACK,History
60,6,BLACK,History
61,35,BLACK,History
62,25,RED,History
63,31,BLACK,History
64,27,RED,History
65,28,BLACK,History
66,1,RED,History
67,18,RED,History
68,6,BLACK,History
69,7,RED,History
70,11,BLACK,History
71,11,BLACK,History
72,27,RED,History
73,36,RED,History
74,1,RED,History
75,14,RED,History
76,32,RED,History
77,18,RED,History
78,21,RED,History
79,5,RED,History
80,12,RED,History
81,5,RED,History
82,33,BLACK,History
83,31,BLACK,History
84,20,BLACK,History
85,2,BLACK,History
86,32,RED,History
87,13,BLACK,History
88,25,RED,History
89,36,RED,History
90,4,BLACK,History
91,22,BLACK,History
92,26,BLACK,History
93,32,RED,History
94,8,BLACK,History
95,33,BLACK,History
96,16,RED,History
97,36,RED,History
98,36,RED,History
99,25,RED,History
100,18,RED,History
101,27,RED,History
102,15,BLACK,History
103,0,GREEN,History
104,32,RED,History
105,21,RED,History
106,34,RED,History
107,13,BLACK,History
108,13,BLACK,History
109,7,RED,History
110,15,BLACK,History
111,21,RED,History
112,22,BLACK,History
113,26,BLACK,History
114,12,RED,History
115,5,RED,History
116,15,BLACK,History
117,25,RED,History
118,26,BLACK,History
119,1,RED,History
120,29,BLACK,History
121,1,RED,History
122,21,RED,History
123,5,RED,History
124,25,RED,History
125,0,GREEN,History
126,16,RED,History
127,2,BLACK,History
128,28,BLACK,History
129,26,BLACK,History
130,26,BLACK,History
131,2,BLACK,History
132,29,BLACK,History
133,6,BLACK,History
134,32,RED,History
135,34,RED,History
136,18,RED,History
137,13,BLACK,History
138,20,BLACK,History
139,31,BLACK,History
140,4,BLACK,History
141,23,RED,History
142,26,BLACK,History
143,28,BLACK,History
144,7,RED,History
145,1,RED,History
146,22,BLACK,History
147,31,BLACK,History
148,10,BLACK,History
149,22,BLACK,History
150,24,BLACK,History
151,33,BLACK,History
152,8,BLACK,History
153,11,BLACK,History
154,22,BLACK,History
155,8,BLACK,History
156,10,BLACK,History
157,32,RED,History
158,17,BLACK,History
159,33,BLACK,History
160,35,BLACK,History
161,30,RED,History
162,17,BLACK,History
163,19,RED,History
164,10,BLACK,History
165,9,RED,History
166,2,BLACK,History
167,25,RED,History
168,11,BLACK,History
169,7,RED,History
170,36,RED,History
171,32,RED,History
172,3,RED,History
173,1,RED,History
174,10,BLACK,History
175,33,BLACK,History
176,3,RED,History
177,34,RED,History
178,30,RED,History
179,23,RED,History
180,11,BLACK,History
181,4,BLACK,History
182,4,BLACK,History
183,7,RED,History
184,14,RED,History
185,25,RED,History
186,6,BLACK,History
187,23,RED,History
188,9,RED,History
189,24,BLACK,History
190,14,RED,History
191,2,BLACK,History
192,36,RED,History
193,12,RED,History
194,25,RED,History
195,30,RED,History
196,9,RED,History
197,31,BLACK,History
198,33,BLACK,History
199,29,BLACK,History
200,6,BLACK,History
201,10,BLACK,History
202,15,BLACK,History
203,2,BLACK,History
204,11,BLACK,History
205,36,RED,History
206,33,BLACK,History
207,0,GREEN,History
208,31,BLACK,History
209,20,BLACK,History
210,35,BLACK,History
211,26,BLACK,History
212,7,RED,History
213,7,RED,History
214,4,BLACK,History
215,10,BLACK,History
216,19,RED,History
217,18,RED,History
218,35,BLACK,History
219,10,BLACK,History
220,14,RED,History
221,15,BLACK,History
222,5,RED,History
223,25,RED,History
224,9,RED,History
225,26,BLACK,History
226,30,RED,History
227,19,RED,History
228,25,RED,History
229,21,RED,History
230,2,BLACK,History
231,14,RED,History
232,14,RED,History
233,34,RED,History
234,6,BLACK,History
235,36,RED,History
236,24,BLACK,History
237,19,RED,History
238,0,GREEN,History
239,5,RED,History
240,7,RED,History
241,0,GREEN,History
242,19,RED,History
243,25,RED,History
244,22,BLACK,History
245,36,RED,History
246,8,BLACK,History
247,10,BLACK,History
248,30,RED,History
249,13,BLACK,History
250,13,BLACK,History
251,11,BLACK,History
252,18,RED,History
253,6,BLACK,History
254,20,BLACK,History
255,36,RED,History
256,35,BLACK,History
257,30,RED,History
258,9,RED,History
259,28,BLACK,History
260,17,BLACK,History
261,1,RED,History
262,2,BLACK,History
263,1,RED,History
264,17,BLACK,History
265,31,BLACK,History
266,5,RED,History
267,31,BLACK,History
268,32,RED,History
269,12,RED,History
270,28,BLACK,History
271,12,RED,History
272,13,BLACK,History
273,3,RED,History
274,32,RED,History
275,25,RED,History
276,30,RED,History
277,34,RED,History
278,5,RED,History
279,4,BLACK,History
280,30,RED,History
281,16,RED,History
282,24,BLACK,History
283,23,RED,History
284,0,GREEN,History
285,29,BLACK,History
286,25,RED,History
287,1,RED,History
288,16,RED,History
289,3,RED,History
290,4,BLACK,History
291,36,RED,History
292,33,BLACK,History
293,0,GREEN,History
294,21,RED,History
295,10,BLACK,History
296,31,BLACK,History
297,35,BLACK,History
298,1,RED,History
299,6,BLACK,History
300,18,RED,History
301,32,RED,History
302,4,BLACK,History
303,12,RED,History
304,7,RED,History
305,19,RED,History
306,35,BLACK,History
307,5,RED,History
308,24,BLACK,History
309,18,RED,History
310,7,RED,History
311,22,BLACK,History
312,24,BLACK,History
313,2,BLACK,History
314,9,RED,History
315,4,BLACK,History
316,18,RED,History
317,26,BLACK,History
318,23,RED,History
319,13,BLACK,History
320,12,RED,History
321,36,RED,History
322,24,BLACK,History
323,19,RED,History
324,32,RED,History
325,8,BLACK,History
326,30,RED,History
327,18,RED,History
328,31,BLACK,History
329,23,RED,History
330,27,RED,History
331,14,RED,History
332,9,RED,History
333,21,RED,History
334,12,RED,History
335,10,BLACK,History
336,34,RED,History
337,35,BLACK,History
338,11,BLACK,History
339,3,RED,History
340,7,RED,History
341,18,RED,History
342,17,BLACK,History
343,15,BLACK,History
344,29,BLACK,History
345,13,BLACK,History
346,1,RED,History
347,16,RED,History
348,30,RED,History
349,14,RED,History
350,22,BLACK,History
351,8,BLACK,History
352,34,RED,History
353,19,RED,History
354,15,BLACK,History
355,5,RED,History
356,30,RED,History
357,14,RED,History
358,24,BLACK,History
359,4,BLACK,History
360,25,RED,History
361,28,BLACK,History
362,25,RED,History
363,13,BLACK,History
364,9,RED,History
365,9,RED,History
366,3,RED,History
367,33,BLACK,History
368,3,RED,History
369,7,RED,History
370,34,RED,History
371,2,BLACK,History
372,18,RED,History
373,4,BLACK,History
374,27,RED,History
375,35,BLACK,History
376,16,RED,History
377,36,RED,History
378,35,BLACK,History
379,5,RED,History
380,24,BLACK,History
381,23,RED,History
382,23,RED,History
383,1,RED,History
384,9,RED,History
385,8,BLACK,History
386,9,RED,History
387,8,BLACK,History
388,2,BLACK,History
389,28,BLACK,History
390,22,BLACK,History
391,8,BLACK,History
392,12,RED,History
393,7,RED,History
394,33,BLACK,History
395,7,RED,History
396,6,BLACK,History
397,27,RED,History
398,29,BLACK,History
399,12,RED,History
400,26,BLACK,History
401,18,RED,History
402,1,RED,History
403,15,BLACK,History
404,6,BLACK,History
405,29,BLACK,History
406,5,RED,History
407,6,BLACK,History
408,28,BLACK,History
409,33,BLACK,History
410,2,BLACK,History
411,36,RED,History
412,34,RED,History
413,23,RED,History
414,10,BLACK,History
415,1,RED,History
416,33,BLACK,History
417,20,BLACK,History
418,34,RED,History